row.ID,row m/z,row retention time,smiles,NPC.pathway,NPC.superclass,NPC.class,ClassyFire.most.specific.class
786,233.1128855,0.875109,CCC(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
789,131.1286741,0.87607783,C=CCCN=C(N)N,Alkaloids,Lysine alkaloids,Piperidine alkaloids,Guanidines
790,216.0864348,0.8768704,C1CC(N(C1)C(=O)CCC(=O)O)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,N-acyl-alpha amino acids and derivatives
793,248.1116009,0.87825,CCC(C(=O)O)N(CCC(=O)O)CCC(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
794,241.0322148,0.87870836,C(C(C(=O)O)N)S(=S)CC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
798,233.1118441,0.88025,CCC(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
806,261.0942175,0.8885465,NA,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
807,224.1282102,0.8903,CCC1=C(NC(=C1CC)C(=O)OCC)C=O,Alkaloids,Proline alkaloids,Pyrrole alkaloids,Pyridoxines
808,329.029028,0.8911,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)OPO,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Pyrimidones
812,125.1071755,0.8974334,C1CC2=NCCCN2C1,Alkaloids,Lysine alkaloids,Quinolizidine alkaloids,Tetrahydropyridines
816,257.1471441,0.8987333,CC(=O)NCCOCCOCCOCCN,Amino acids and Peptides,Small peptides,Dipeptides,N-carbamoyl-alpha amino acids
819,135.0313904,0.9024416,C#CCOP(=O)(N)N,Amino acids and Peptides,Small peptides,Aminoacids,Oxacyclic compounds
821,303.1035121,0.90264165,C(CCOC1C(C(C(C(O1)CO)O)O)O)CC(=O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Flavones,Pyranoflavonoids
823,136.0617326,0.9036667,C1=NC2=NC=NC(=C2N1)N,Alkaloids,Pseudoalkaloids,Purine alkaloids,6-aminopurines
825,121.0647089,0.90390855,C=CC1=CC=C(C=C1)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Styrenes
829,323.0639971,0.9043667,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Alpha amino acids
830,268.1040526,0.9045833,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
832,248.208262,0.90531665,C(CNCCNCCNCCNCC(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,Valine and derivatives
834,183.0841979,0.9063945,NA,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
836,290.1228267,0.9070066,COCC(=C)C(C#N)OC1C(C(C(C(O1)CO)O)O)O,Amino acids and Peptides,Amino acid glycosides,Cyanogenic glycosides,Cyanogenic glycosides
838,259.0420401,0.9081593,CC1OC(CS1)N2C=CC(=NC2=O)N=NP,Amino acids and Peptides,Small peptides,Aminoacids,Aspartic acid and derivatives
840,181.0257792,0.91003335,CCCOP(=O)(C(=O)C=O)O,Terpenoids,Monoterpenoids,Acyclic monoterpenoids,Alkyl phosphates
842,185.0413864,0.9108417,CC(CC(=O)O)(CC(=O)O)O,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids,Branched fatty acids
846,341.0715593,0.9149472,CC(COC(C(C(=O)O)O)C(=O)O)OC(C(C(=O)O)O)C(=O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Phenolic glycosides
850,300.1443153,0.91695696,C1=CC(=CC=C1CNCC2C(C(C(C(O2)CO)O)O)O)O,Alkaloids,Peptide alkaloids,Phenylalanine-derived alkaloids,Glycosyl compounds
860,147.0437977,0.9237422,C1=CC(=CC=C1C=CC(=O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids
869,314.0900808,0.932395,CS(=O)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,Carbohydrates,Nucleosides,Purine nucleos(t)ides,5'-deoxy-5'-thionucleosides
877,360.1079133,0.93621665,C1=CC(=C(C=C1CC(C(=O)O)NC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Tyrosine and derivatives
878,203.0522823,0.93669724,C(C(C(C(C(C=O)O)O)O)O)O,Carbohydrates,Saccharides,Monosaccharides,Beta hydroxy acids and derivatives
881,319.1001969,0.93743896,C(C1C(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)O,Carbohydrates,Saccharides,Disaccharides,Fatty acyl glycosides of mono- and disaccharides
882,154.0473409,0.93760717,CN(C)P(=O)(C)SC,Amino acids and Peptides,Small peptides,Aminoacids,N-acyl-alpha amino acids
886,314.0916364,0.9394979,CS(=O)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,Carbohydrates,Nucleosides,Purine nucleos(t)ides,5'-deoxy-5'-thionucleosides
888,245.1128928,0.9420463,C1CC(N(C1)C(=O)C(CCC(=O)O)N)C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
898,210.0372675,0.9460688,C1CC(N(C1C=O)C(=O)O)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
905,189.0068994,0.9497861,C(C(COOS(=O)(=O)O)O)O,Fatty acids,Fatty acyls,Wax monoesters,Organic peroxomonosulfates
906,170.0448351,0.951534,C1CC(=O)N(C1C(=O)O)CC(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
910,221.0914849,0.954425,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
917,198.0733882,0.9579409,CNC(CCCC(=O)O)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
919,193.0019651,0.95840555,NA,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
920,176.0915389,0.958879,CC(=O)NC(CCCO)C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
922,407.1143824,0.95987,CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,Carbohydrates,Saccharides,Disaccharides,C-glycosyl compounds
925,151.044322,0.9644167,CP(C)C(=O)P(C)C,Fatty acids,Fatty acyls,Hydrocarbons,Organic phosphines and derivatives
927,156.0650995,0.96827084,C1C(CC1C(=O)O)C(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Amino acids and derivatives
928,252.122858,0.9685958,C1=CC(=CC=C1CCC(=O)O)NCCCC(=O)O,Alkaloids,Tryptophan alkaloids,Phenylethylamines,Alkyl-phenylketones
934,196.059527,0.9722,CC(=NCCC(=O)O)CC(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Proline and derivatives
938,191.9720329,0.9746667,CS(=O)(=O)CC(=O)NO,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
939,269.1060233,0.97627777,NA,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Glycosylamines
953,303.0386152,0.9923,CCC(CC(C)C(=O)O)C(O)([P+](=O)O)P(=O)(O)O,Carbohydrates,Saccharides,Monosaccharides,Glucuronic acid derivatives
957,257.1457426,0.99883336,CC(=O)NCCOCCOCCOCCN,Amino acids and Peptides,Small peptides,Dipeptides,N-carbamoyl-alpha amino acids
961,171.0260218,1.0032322,C(CS(=O)(=O)SCN)N,Amino acids and Peptides,Small peptides,Aminoacids,Sulfonyls
963,199.0575029,1.0059961,CN(C)S(=O)(=O)N(C)CCS,Alkaloids,Ornithine alkaloids,Polyamines,Sulfenyl compounds
964,285.0281173,1.0063041,CCS(=O)(=O)OC(=O)CC(CC(=O)O)(C(=O)O)O,Carbohydrates,Saccharides,Monosaccharides,Glucuronic acid derivatives
965,152.0564604,1.0067834,C1=NC2=NC(=O)NC(=C2N1)N,Alkaloids,Pseudoalkaloids,Purine alkaloids,6-oxopurines
966,268.1037394,1.0074314,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
967,136.0617099,1.0092592,C1=NC2=NC=NC(=C2N1)N,Alkaloids,Pseudoalkaloids,Purine alkaloids,6-aminopurines
969,275.1087874,1.01148,C1=NC(=C(C(=N1)NN)[N+](=O)[O-])NC(CO)(CO)CO,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Glycosyl compounds
973,148.0757199,1.0181038,CC1C2=CC=CC=C2NC1=O,Alkaloids,Tryptophan alkaloids,Simple oxindole alkaloids,Indoles and derivatives
976,180.1019887,1.0190375,CNCC(=O)C1=CC(=CC=C1)OC,Alkaloids,Tyrosine alkaloids,Anthranillic acid derivatives,Aminobenzoic acids and derivatives
986,176.0109034,1.0325973,C[N+]1=CC=CC(=C1)C(=O)O,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Pyridinecarboxylic acids
991,131.1290807,1.0366167,CCCN([CH])C(=N)N,Alkaloids,Lysine alkaloids,Piperidine alkaloids,Guanidines
992,189.1233969,1.0404084,CC(C)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
994,127.0387488,1.0433917,C1=C(OC(=C1)C=O)CO,Polyketides,Cyclic polyketides,Furans,1-hydroxy-2-unsubstituted benzenoids
998,272.1232706,1.0524167,CC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
1002,129.0658926,1.0583833,CC1CNC(=O)NC1=O,Alkaloids,Peptide alkaloids,Simple diketopiperazine alkaloids,N-acyl ureas
1017,284.0974502,1.0874643,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
1018,137.0453798,1.0876286,C1=NC2=C(N1)C(=O)N=CN2,Alkaloids,Pseudoalkaloids,Purine alkaloids,6-oxopurines
1029,284.0987602,1.0992602,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
1030,379.1095795,1.0999167,C(C(C(C(C(C=O)N)OC(C(C=O)N)C(C(CO)O)O)O)O)O,Amino acids and Peptides,Small peptides,Dipeptides,Alpha amino acids and derivatives
1037,280.9953286,1.1092167,C1=C2C(=CC(=O)C1=O)NC3=CC(=O)C(=O)C=C3N2,Alkaloids,Anthranilic acid alkaloids,Phenazine alkaloids,Phenazines and derivatives
1058,276.1441258,1.1352552,CCC(C)C(C(=O)O)NCC1(C(C(C(O1)CO)O)O)O,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
1059,206.1015559,1.1354916,C(CC(CC(=O)O)O)CC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1062,245.1595099,1.1441917,CCCC(=O)NC(CCCN=C(N)N)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1069,213.1341486,1.1584945,C#CCNC(=NCCCC(C(=O)O)N)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acid esters
1070,205.0276913,1.1585875,CCS(=O)(=O)C1=NC=C(N1)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Methylcarbamates
1073,203.1384121,1.1627833,C(C(CNC(CO)CO)O)NC(CO)CO,Amino acids and Peptides,Small peptides,Dipeptides,Peptides
1087,130.0651347,1.1877258,C1=CC=C2C=NC=CC2=C1,Alkaloids,Nicotinic acid alkaloids,Simple indole alkaloids,Benzenoids
1093,302.1385855,1.19202,COC1=CC(=CC(=C1)C(=O)NCCC2=CC=C(C=C2)O)OC,Amino acids and Peptides,Phenylpropanoids (C6-C3),Cinnamic acid amides,Norbelladine-type amaryllidaceae alkaloids
1095,158.0600251,1.1942809,C1=CC=C2C(=C1)C=CC(=N2)C=O,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Aryl-aldehydes
1097,175.0865032,1.1964772,C1=CC=C2C(=C1)C=CC(=N2)C=O,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Quinolines and derivatives
1100,203.0813044,1.1986594,C1=CC(=CC=C1C2=CC=C(N2)C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1101,221.0918233,1.1998903,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
1106,257.1468918,1.2069833,CC(=O)NCCOCCOCCOCCN,Amino acids and Peptides,Small peptides,Dipeptides,N-carbamoyl-alpha amino acids
1110,185.0445757,1.2137411,COC1=CC(=C(C(=C1)O)C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Methoxybenzoic acids and derivatives
1112,212.1281863,1.2144834,COC1=CC=CC(=C1)C(CNCCO)O,Alkaloids,Tyrosine alkaloids,Phenylethylamines,Benzylethers
1125,153.0628029,1.2345499,C1=NC2=C(N1)C(=O)N[C](N2)N,Alkaloids,Ornithine alkaloids,Polyamines,Organonitrogen compounds
1127,174.1488223,1.2346858,CC(C)C(CC(=O)O)CN(C)C,Fatty acids,Fatty esters,Wax monoesters,Fatty acid esters
1133,167.0786252,1.2389166,C1C(CC1NCC(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
1141,207.0168892,1.2484834,C=COP(=O)(C1=CC=CC=C1)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1149,196.1308507,1.2593083,C[N+](C)(C)CCCCCC(=O)O,Fatty acids,Fatty esters,Wax monoesters,Tetraalkylammonium salts
1151,226.0688335,1.2643334,C(CC(=O)O)CNC(=O)CCC(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,N-acyl amines
1186,149.0450658,1.2981024,CCSCCSCCO,Fatty acids,Fatty acyls,Fatty alcohols,Thiosulfinic acid esters
1187,228.9995637,1.301075,C(C(=O)N)S(=O)(=O)C1=NNC(=O)N1,Alkaloids,Pseudoalkaloids,pteridine alkaloids,6-oxopurines
1192,158.1176847,1.3064834,CC(C)(C)OC(=O)NC1CC1,Terpenoids,Monoterpenoids,Monocyclic monoterpenoids,Amino acids and derivatives
1196,160.1331768,1.3133551,CCCC(C(=O)O)NC(C)C,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1199,137.0597472,1.3149811,COC1=CC=CC(=C1)C=O,Polyketides,Cyclic polyketides,Phthalide derivatives,Benzenoids
1203,127.0386121,1.3211945,C1=C(OC(=C1)C=O)CO,Polyketides,Cyclic polyketides,Furans,Organoheterocyclic compounds
1204,160.0967734,1.32175,CC1CNC(C(O1)C)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1206,250.1643177,1.3261929,CN(CC(C(C(CO)O)O)O)C(COC)COC,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars,Hexoses
1216,217.1543944,1.3444113,CC(C)C(C(=O)NC(C(C)C)C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1220,144.0654107,1.3585808,C1CC(=O)N(C1)CC(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,N-formyl-alpha amino acids
1221,116.0700148,1.36235,COC(=O)C1(CC1)N,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
1225,313.0399491,1.3682652,C(C(C(N=NC(C(CO)O)OP(=O)(O)O)O)O)O,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Amino acids and derivatives
1226,209.0443394,1.3735617,C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Cinnamic acids and derivatives,Hydroxybenzoic acid derivatives
1229,121.0284039,1.3753189,C1=CC=C(C(=C1)C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Benzoic acids
1231,289.0291474,1.37728,C1=C(OC(=C1)[N+](=O)[O-])C=NNC2=NNC(=O)NC2=O,Alkaloids,Pseudoalkaloids,Azo and Azoxy alkaloids,Nitroaromatic compounds
1240,153.0547484,1.3845917,COC1=CC(=C(C=C1)O)C=O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Anisoles
1241,527.0706505,1.3846834,NA,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Galloyl esters
1246,196.1307918,1.3896214,CCOC(=O)CCC[N+](C)(C)C,Fatty acids,Fatty esters,Wax monoesters,Tetraalkylammonium salts
1255,403.1209953,1.4083333,C#CCOC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Hexoses
1256,227.0913992,1.4139944,COC(=O)C1C(CC=C1CO)C(CO)C(=O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
1283,251.1383133,1.4550563,C1=CC(=C(C=C1C=CC(=O)NCCCCN)O)O,Alkaloids,Ornithine alkaloids,Polyamines,Amino acids and derivatives
1287,235.1077866,1.4574445,C1=CC(=CC=C1C(=O)O)NCCCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
1301,180.0878586,1.4827429,CN(C)C1=NC2=C(C(=O)N1)NC=N2,Alkaloids,Pseudoalkaloids,Purine alkaloids,6-oxopurines
1310,247.1278845,1.4941292,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
1311,154.0499926,1.4958557,COC1=CN=C(C=C1)C(=O)O,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Alkyl aryl ethers
1315,303.0840055,1.500688,C(CN=C(N)N)CSSCCCN=C(N)N,Alkaloids,Pseudoalkaloids,Purine alkaloids,Purines and purine derivatives
1318,401.0159955,1.5051125,NA,Carbohydrates,Nucleosides,Glucosinolates,Glycosylamines
1336,227.0912648,1.5391169,CC1(CC(C2C1C(OC=C2C(=O)OC)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
1345,139.038614,1.5459917,C1=CC(=CC=C1C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Salicylic acids
1351,385.0436093,1.5503232,CN1C=NC2=C(C1=O)N=CN2C3C(C(C(O3)CO)O)OS(=O)(=O)O,Amino acids and Peptides,Small peptides,Cephalosporins,Alpha amino acids and derivatives
1355,319.0493739,1.5585333,NA,Carbohydrates,Saccharides,Monosaccharides,Glucuronic acid derivatives
1360,302.1387427,1.561275,COC1=CC=C(C=C1)OCCNC(=O)CC2=CC=C(C=C2)O,Amino acids and Peptides,Phenylpropanoids (C6-C3),Cinnamic acid amides,Norbelladine-type amaryllidaceae alkaloids
1362,273.0582254,1.5622791,C1COCCC1S(=O)(=O)NCCS(=O)(=O)N,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Benzoic acids
1370,275.0377429,1.5843166,C(C(=O)O)OC1C(C(C(C(O1)C(=O)O)O)O)O,Carbohydrates,Saccharides,Monosaccharides,Hexoses
1376,154.0496979,1.595847,CN1C=C(C=C1C=O)C(=O)O,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Alkyl aryl ethers
1377,190.1076,1.596462,CC(=O)NC(CCCCO)C(=O)O,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
1378,348.1755115,1.596825,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(C(C)O)N,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
1386,208.0969253,1.6221573,CC(=O)NC1=CC=CC(=C1)CCC(=O)O,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Indolyl carboxylic acids and derivatives
1389,148.075791,1.6275187,CC1C2=CC=CC=C2NC1=O,Alkaloids,Peptide alkaloids,Simple amide alkaloids,Alkyl-phenylketones
1391,214.1175395,1.6310667,CC1=NC(=NO1)CC(=O)NCCCOC,Alkaloids,Small peptides,Aminoacids,Heteroaromatic compounds
1392,130.0652897,1.6319,C1=CC=C2C=NC=CC2=C1,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Benzenoids
1395,120.0804871,1.6367623,C1CNC2=CC=CC=C21,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Indoles and derivatives
1396,121.0836818,1.6387445,NA,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids and derivatives
1406,282.1195098,1.6525532,COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
1407,282.1182053,1.66945,COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Glycosylamines
1415,131.0487453,1.686025,C1=CC=C(C=C1)C=CC(=O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Cinnamic acids
1426,247.1275272,1.7033584,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
1428,247.1285704,1.7122667,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
1429,120.0806335,1.7148056,C1CNC2=CC=CC=C21,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Indoles and derivatives
1445,237.0856462,1.75195,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)NC=O,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
1446,219.1328205,1.7533499,CCC(C)C(C(=O)O)NC(=O)C(=O)C,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-L-alpha-amino acids
1448,170.0778359,1.7578024,C(CCO)CC(C(=O)O)N,Alkaloids,Pseudoalkaloids,Aminoacids,Nitroaromatic compounds
1451,137.0287922,1.7711,C(CCP=O)CP,Fatty acids,Fatty acyls,Lactones,Organophosphine oxides
1459,143.0678638,1.8085536,CN1C(C=C(N=C1[O])N)O,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
1465,319.0992537,1.8154076,CC(C(C(C=O)O)OC1C(C(C(C(O1)CO)O)O)O)O,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides of mono- and disaccharides
1469,219.1336512,1.8321366,CC(C)CC(C(=O)O)NC(=O)C(=O)C,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-L-alpha-amino acids
1478,221.0914532,1.8695428,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,Amino acids and Peptides,Small peptides,Aminoacids,L-alpha-amino acids
1479,198.0750977,1.8733333,COCC1=C(N=CC(=C1)OC)C(=O)O,Amino acids and Peptides,Small peptides,Aminoacids,Organic phosphoric acids and derivatives
1490,246.1447948,1.9069,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1492,268.1169242,1.9138083,COCC(C(=O)O)NC(=O)CC1=CC=CC=C1OC,Amino acids and Peptides,Small peptides,Dipeptides,Phenylalanine and derivatives
1495,310.127418,1.9177166,C1=CC=C(C=C1)CC(C(=O)O)NCC2(C(C(C(O2)CO)O)O)O,Amino acids and Peptides,Small peptides,Dipeptides,Phenylalanine and derivatives
1517,163.0389347,1.9674667,C1=CC(=CC2=C(C=C21)C(=O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
1523,181.1437959,1.9863833,C(CNCCC#N)CNCCC#N,Alkaloids,Ornithine alkaloids,Polyamines,Guanidines
1524,203.1383019,1.98644,CC(C)CC(C(=O)O)NC(=O)C(C)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1542,181.0494681,2.0166614,C1=CC(=C(C=C1C=CC(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
1547,121.0648294,2.023139,C=CC1=CC=C(C=C1)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,1-hydroxy-2-unsubstituted benzenoids
1554,189.1223953,2.0432084,CC(C)CC(C(=O)O)NC(=O)CN,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1555,431.114678,2.0432668,CC(=O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3OC)OC(=O)C)OC(=O)C,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
1558,221.0419988,2.0484953,COC1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
1560,283.0123767,2.0505667,C1=CC=C(C=C1)C(=O)P2(=O)OC3=CC=CC=C3O2,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,1-benzopyrans
1562,273.0566133,2.05752,C1(=NON=C1N)C2=NNC(=NN2)C3=NON=C3N,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Ubiquinols
1565,417.0784887,2.0624418,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(C(C(=C2)O)(O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
1571,377.0863085,2.0703666,C1=CC(=C(C=C1C=CC(=O)OC(CC2(C=C(C(=CC2O)O)O)O)C(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
1577,203.1387677,2.0836644,CC(C)CC(C(=O)O)NC(=O)C(C)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1578,287.0915846,2.0880167,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,4'-O-methylated flavonoids
1583,233.148949,2.1063166,CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
1585,213.0382932,2.1079416,C1=C(C=C(C(=C1O)O)O)C(=O)OCC=O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Galloyl esters
1587,181.0497521,2.1260054,C1=CC(=C(C=C1C=CC(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
1603,153.0548128,2.1478083,CC(=O)C1=C(C=CC(=C1)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Acetophenones
